Nome do serviço,ID do serviço,Categoria da URL,Total Geral
Declaração de Possibilidade de Esgotamento Pluvial,88286,/busca,8
Suspensão Cobrança em Dívida Ativa,88658,/servicos,8
Consulta de Multas por Permissão em Taxi,91841,/busca,8
Consulta de Processos Administrativos Físicos,93077,/busca,8
Autorização para Comércio Ambulante - Reativação,93787,/busca,8
Controle de roedores e Caramujos Africanos,68638,/objetivo,7
Declaração de rendimentos de servidor ativo,78792,/servicos,7
BUSCA FÁCIL - Consulta à Legislação Urbana da Cidade do Rio de Janeiro,71288,/objetivo,7
Permissão Especial de Estacionamento para Veículos de Carga e Descarga de Mudanças Residenciais,71837,/tema,7
Projetos esportivos - informações sobre custeio,72713,/servicos,7
Emissão de segunda via de boleto de Serviços do Hospital de Medicina Veterinária Jorge Vaitsman - IVISA RIO,72809,/termos,7
Vistoria em edificação apresentando diversas formas de rachadura ou infiltração,80893,/grupo,7
"Requerimento de Recadastramento com Prova de Vida para feirantes, expositores e ambulantes em Feiras Livres, Feiras Móveis, Feiras Especiais e Feirartes",92619,/termos,7
Emissão de boleto para pagamento de multa (DARM) no VLT,99086,/objetivo,7
Consultar Calendário Escolar,68683,/sistema,7
Autorização de funcionamento para banca de jornal e revistas,69582,/objetivo,7
Instalação e/ou Retirada de Papeleira,70790,/servicos,7
Reparo de poste caído ou em risco de queda,72638,/servicos,7
"Remoção de cavalos, bois, porcos e cabras gravemente feridos ou atropelados em vias públicas",72710,/orgao,7
Certidão de Histórico de Reconhecimento de Logradouro,74634,/sistema,7
Certidão de Histórico de Reconhecimento de Logradouro,74634,/tema,7
Informação sobre trabalho ou estágio na MultiRio,75543,/termos,7
Informações sobre senha para os benefícios,76406,/publico,7
Emissão de Cópia Autêntica (Vistoria da Defesa Civil),78769,/termos,7
Informações de Faixa não Edificante (FNA) ou Faixa Marginal de Proteção (FMP),79775,/servicos,7
Registro de Denúncia junto à Central Anticorrupção,81705,/servicos,7
Fiscalização de marquises e estruturas,82673,/servicos,7
Busca e cadastramento de locações para produção audiovisual - Rio Film Commission,87491,/servicos,7
"Requerimento de Transferência do Titular da Matrícula por Falecimento em Feiras Livres, Feiras Móveis, Feiras Especiais e Feirartes",91664,/objetivo,7
Fiscalização do Transporte de Fretamento,91712,/publico,7
"Ingresso ou Baixa em Cooperativa, Associação ou Prestadora de Serviço de Táxi",91886,/servicos,7
Baixa de Veículos dos Modais de Transporte,92331,/servicos,7
Consulta de Processos Administrativos Físicos,93077,/servicos,7
Autorização para Comércio Ambulante - Reativação,93787,/orgao,7
"Baixa de Auxiliar Modais Escolar, Fretamento, STPL, STPC e TEC",101478,/busca,7
Multa de trânsito paga/não recebida,102156,/busca,7
"Segunda Via de CIAT Modais Escolar, Fretamento, STPL, STPC e TEC",102385,/busca,7
"Segunda Via de CIAT Modais Escolar, Fretamento, STPL, STPC e TEC",102385,/objetivo,7
Recurso para Auto de Infração de Atividade Econômica,105087,/busca,7
Autorização de funcionamento para banca de jornal e revistas,69582,/sistema,7
Implantação de estacionamento para Idosos,71414,/busca,7
Requerimento para instalação de sinal de trânsito,71919,/servicos,7
Fiscalização de estabelecimentos de serviços de saúde,73126,/servicos,7
Informações sobre empresas conveniadas com a Prefeitura,73155,/busca,7
Benefícios relacionados ao falecimento do servidor,75438,/busca,7
Poda de árvores em áreas privadas,76126,/busca,7
Informações sobre o auxílio funeral,76367,/busca,7
Fiscalização de banca de jornal,77294,/busca,7
Fiscalização de obras de concessionárias de serviços públicos,77710,/servicos,7
Emissão de Cópia Autêntica (Vistoria da Defesa Civil),78769,/objetivo,7
Projeto de Greide e Galeria de Águas Pluviais,79589,/busca,7
Registro e acompanhamento de pedidos de acesso a informações pela internet,81721,/servicos,7
Restituição de indébito em dívida ativa,81817,/busca,7
Licença de demolição de edificação,82575,/servicos,7
Licença de Edificação Unifamiliar ou Bifamiliar,82579,/sistema,7
Informação sobre consulta de Projeto Aprovado de Alinhamento ou Loteamento - PAA/PAL,82622,/busca,7
Cartão Refeição Prato Feito Carioca,86866,/busca,7
Suspensão Cobrança em Dívida Ativa,88658,/orgao,7
Transação individualizada em Dívida Ativa,89034,/servicos,7
Requerimento de Gratificação por Substituição de Cargo de Confiança de Direção,91655,/busca,7
Emissão de Taxas por Permissão em Taxi,91836,/busca,7
Remoção de veículo abandonado em via pública,68664,/grupo,6
"Realização, Consulta e Cancelamento de Agendamento de Vistoria por Permissão de TEC/ STPL/STPC/Transporte Escolar/Fretamento",70377,/servicos,6
Troca de endereço de correspondência / e-mail de inativo ou pensionista no Previ-rio,77329,/servicos,6
Matrícula na Rede Pública Municipal de Ensino - 2025,103896,/termos,6
Relação de licenças ambientais emitidas,82675,/objetivo,6
Cópia ou Certidão de inteiro teor de documento ou processo,103709,/sistema,6
Reparo de sinal de trânsito apagado,68642,/servicos,6
Dívida Ativa - Consultar débitos de IPTU,68760,/termos,6
Constituição de Pessoa Jurídica (atividade dispensada de alvará de licença de estabelecimento),68991,/objetivo,6
Solicitação de Alteração ou Implantação de Ponto de Táxi,71914,/servicos,6
Informações sobre assistência financeira para funeral de dependente,76336,/publico,6
Informações sobre o auxílio natalidade,76390,/orgao,6
"Reparo de buraco, deformação ou afundamento na pista",77681,/servicos,6
Fiscalização de Poluição Hídrica,81919,/servicos,6
Legalização de obras com contrapartida (Mais Valia),82608,/termos,6
Informações sobre abertura de processos relativos ao Licenciamento Ambiental Municipal e legislações pertinentes,82686,/servicos,6
Atendimento a Vítimas de Racismo e Intolerância Religiosa,86339,/servicos,6
SMPDA - Campanha de Adoção com os Animais da Fazenda Modelo: “Adote um Amigo”,86751,/termos,6
"Requerimento de Atualização de Dados Cadastrais em Feiras Livres, Feiras Móveis, Feiras Especiais e Feirartes",92607,/grupo,6
"Requerimento de Atualização de Dados Cadastrais em Feiras Livres, Feiras Móveis, Feiras Especiais e Feirartes",92607,/servicos,6
Emissão de Carta de Isenção Tributária por Permissão de Táxi/Mototáxi,101551,/publico,6
Informações sobre ressarcimento de danos à terceiros no caso de acidentes com veículos e/ou equipamentos da Comlurb,103986,/servicos,6
Emissão de Procuração Virtual para banca de jornal,69803,/servicos,6
Vistoria em Ônibus,70402,/orgao,6
Multa de Trânsito - Consulta de Multa,71034,/sistema,6
Requerimento para implantação de quebra-molas,71973,/servicos,6
Informações sobre sinalização indicativa de serviço,71988,/servicos,6
"Fiscalização de criações de  cães, gatos,cavalos, bois, porcos, cabras e aves para fins comerciais",72548,/sistema,6
Realização de exames laboratoriais para diagnóstico de raiva animal,72798,/termos,6
Emissão de segunda via de boleto de Serviços do Hospital de Medicina Veterinária Jorge Vaitsman - IVISA RIO,72809,/busca,6
Fiscalização de estabelecimentos de serviços de saúde,73126,/busca,6
Benefícios relacionados ao falecimento do servidor,75438,/objetivo,6
Autorização de poda ou remoção de árvore em área pública,76072,/busca,6
Informações sobre o auxílio medicamento,76373,/busca,6
Informações sobre o Plano de Saúde do Servidor Municipal - PSSM,77318,/orgao,6
Obtenção de autorização de início de obra de drenagem urbana – AIO (visando aceite de cadastro),77678,/servicos,6
Fiscalização do atendimento prestado pela Zona Oeste Mais Saneamento,77961,/objetivo,6
Pesquisa de existência de alvará,78566,/orgao,6
Vistoria em edificação apresentando diversas formas de rachadura ou infiltração,80893,/busca,6
Alegação de Pagamento em Dívida Ativa,81908,/busca,6
Emissão do Certificado de Adequação de Imóvel - CAI,81924,/busca,6
Parcelamento em dívida ativa,82000,/orgao,6
Parcelamento em dívida ativa,82000,/termos,6
Restituição de indébito (valores cobrados indevidamente),82631,/objetivo,6
Emissão de Relatório de Informação Urbanística (RIU),82642,/busca,6
ISS – Pedido para emissão de certidão de Visto Fiscal para Habite-se/ Inclusão no cadastro exclusivo do IPTU (sem Movimento Econômico),83239,/tema,6
DATA.RIO - Portal de dados abertos,84058,/tema,6
SMPDA - Fiscalização - Vistoria técnica em local onde há maus tratos de animais domésticos,86826,/sistema,6
Vista de processo ou requerimento em Dívida Ativa,88680,/busca,6
Autorização para Publicidade Vinculada a Eventos,89312,/servicos,6
"Requerimento de Certidão de Tempo de Serviço em Feiras Livres, Feiras Móveis, Feiras Especiais e Feirartes",91787,/objetivo,6
"Segunda via de Certificado de Vistoria, CIAT ou Atualização Cadastral para Taxistas",91855,/publico,6
Licenciamento de Obra para Atendimento ao Consumidor em Vias Públicas,93610,/servicos,6
Infração ao Código Disciplinar de Transporte de Passageiros – Defesa Prévia,93680,/busca,6
Transferência de Permissão de Táxi/Mototáxi,101561,/publico,5
Troca de Beneficiário de Taxista/Mototaxista,101625,/servicos,5
Cópia ou Certidão de inteiro teor de documento ou processo,103709,/termos,5
Consultar Declaração de Escolaridade,68687,/orgao,5
Consulta de Situação Cadastral por Permissão,69771,/termos,5
Vistoria em ameaça ou rolamento de pedra,80803,/busca,5
Transferência de Permissão de Táxi/Mototáxi,101561,/objetivo,5
Transferência por Benefício ‘Causa Mortis’ de Táxi/Mototáxi,101565,/servicos,5
Informações sobre ressarcimento de danos à terceiros no caso de acidentes com veículos e/ou equipamentos da Comlurb,103986,/orgao,5
Constituição de Pessoa Jurídica (atividade dispensada de alvará de licença de estabelecimento),68991,/servicos,5
Consulta à Merenda Escolar,69334,/busca,5
Alvará de Licença de Estabelecimento - Alteração de atividade,69484,/grupo,5
Alvará de Licença de Estabelecimento - Recurso de Consulta Prévia,69579,/termos,5
Certidão de Inexistência de Atividade Econômica,70101,/termos,5
Limpeza de ralos,70550,/servicos,5
Frequência irregular de coleta seletiva,70858,/servicos,5
Plano Diretor Rio,71833,/objetivo,5
"Disponibilização de cursos, palestras e treinamentos na área da Vigilância Sanitária",72459,/servicos,5
Secretaria Municipal de Esportes,72707,/servicos,5
Analise de cães com suspeita de Leishmaniose,72748,/servicos,5
Benefícios relacionados ao falecimento do servidor,75438,/grupo,5
Suporte técnico às Plataformas MultiRio,75594,/objetivo,5
Autorização de poda ou remoção de árvore em área particular,76115,/grupo,5
Certidão Negativa de Débito (nada consta),76418,/publico,5
Solicitação de devolução de pagamento – Taxi.Rio Cidades,77606,/grupo,5
Solicitação de devolução de pagamento – Taxi.Rio Cidades,77606,/sistema,5
Informações sobre processos da Rio-Águas,77868,/objetivo,5
Solicitação de desinterdição pela Defesa Civil,78835,/objetivo,5
Resgate de animais silvestres,81912,/objetivo,5
Licença de Edificação Unifamiliar ou Bifamiliar,82579,/publico,5
Consulta a andamento de processos físicos de licenciamento ambiental,82678,/objetivo,5
Solicitação de autorização de filmagem - Rio Film Commission,87423,/objetivo,5
"Requerimento de Afastamento por Licença em Feiras Livres, Feiras Móveis, Feiras Especiais e Feirartes",91734,/servicos,5
Licenciamento de Serviço em Vias Públicas,93614,/servicos,5
Emissão de Carta de Isenção Tributária por Permissão de Táxi/Mototáxi,101551,/objetivo,5
Transferência de Permissão de Táxi/Mototáxi,101561,/busca,5
Emissão de TUAP - Feirantes,101966,/orgao,5
Informações sobre ações de ordenamento urbano,102418,/servicos,5
Informações sobre o BRT,102715,/tema,5
SOLICITAÇÃO PARA LIGAÇÃO DE ÁGUAS PLUVIAIS NA REDE PÚBLICA,105085,/servicos,5
"SOLICITAÇÃO PARA LIGAÇÃO DE EFLUENTES SANITÁRIOS, APÓS TRATAMENTO E APROVAÇÃO PELA CONCESSIONÁRIA DE ESGOTAMENTO SANITÁRIO LOCAL, EM SISTEMA UNITÁRIO",105166,/busca,5
Reparo de sinal de trânsito apagado,68642,/objetivo,5
"Vistoria em foco de Aedes Aegypti (Dengue, Chikungunya e Zika)",68653,/servicos,5
Remoção de veículo abandonado em via pública,68664,/objetivo,5
Vistoria em Ônibus,70402,/grupo,5
"Vistoria Extra (2ª via de Selo) dos Modais Escolar, Fretamento, STPL, STPC e TEC",70412,/busca,5
Frequência irregular de coleta seletiva,70858,/busca,5
Cartão de estacionamento para pessoas com deficiência – PCD,70874,/publico,5
Multa de Trânsito - Cancelamento (1ª Instância),70980,/sistema,5
Passe Livre,72584,/busca,5
Suporte técnico às Plataformas MultiRio,75594,/busca,5
Suporte técnico às Plataformas MultiRio,75594,/servicos,5
Informações sobre Pecúlio,76399,/busca,5
Autorização / legalização de comércio ambulante,77302,/orgao,5
Informações sobre encerramento de folha de pagamento de servidor inativo,77400,/servicos,5
Objeto perdido,77598,/servicos,5
Telefones úteis ao turista,78048,/termos,5
Verificação de descumprimento dos prazos para atendimento ou agendamento – planos de saúde,78297,/busca,5
Solicitação de correção de falhas e de cadastro no portal e app 1746,79487,/busca,5
Fiscalização de obras sem licença de expansão de comunidade,80903,/servicos,5
"Licença para construção ou modificação de edificação/ LICIN, prorrogação de licença.",82573,/grupo,5
Licença de transformação de uso de edificação,82577,/busca,5
Fiscalização de corte de árvore ou sacrifício de árvore,82597,/busca,5
Acervo de Imagens PAA/PAL,83832,/termos,5
Solicitação de autorização de filmagem - Rio Film Commission,87423,/sistema,5
Observação do Céu no Planetário do Rio,88497,/grupo,5
Retirada de protesto em Dívida Ativa,88649,/busca,5
Parcelamento especial em Dívida Ativa,89030,/orgao,5
"Requerimento de Baixa de Matrícula (autorização) em Feiras Livres, Feiras Móveis, Feiras Especiais e Feirartes",91092,/servicos,5
Requerimento de Inclusão e Exclusão de Técnica Artística ou Produto em Feirartes,91782,/objetivo,5
"Segunda via de Certificado de Vistoria, CIAT ou Atualização Cadastral para Taxistas",91855,/termos,5
Licenciamento para Execução de Obra e/ou Reparo Programados em Vias Públicas,93608,/busca,5
Licenciamento de Obra Para Instalação de Infraestrutura de Suporte Das Estações Transmissoras de Radiocomunicação em Vias Públicas – ETR´S.,93612,/busca,5
Formulário Ambulante - Alteração,94048,/orgao,5
Emissão de boleto para pagamento de multa (DARM) no VLT,99086,/orgao,5
Inclusão de Veículo - Táxi/Mototáxi,101541,/servicos,4
Emissão de TUAP - Feirantes,101966,/tema,4
Fiscalização da ocupação de área pública,103544,/orgao,4
Solicitação de vacinação em domicílio,104786,/orgao,4
Autorização de funcionamento para banca de jornal e revistas,105563,/servicos,4
Alteração de Endereço (atividade dispensada de alvará),68986,/grupo,4
Acesso a outros Requerimentos da Vigilância Sanitária,69845,/termos,4
Multa de Trânsito - Solicitação de Cópia de Aviso de Recebimento,70995,/servicos,4
Treinamento Noções básicas de higiene na manipulação de alimentos,72478,/tema,4
Captura para análise de morcegos caídos  ou que atacaram pessoas e/ou animais,72750,/servicos,4
Atendimento clínico para animais - Esporotricose,72791,/servicos,4
Realização de exame de imagem em animais,72802,/tema,4
Poda de árvores em áreas privadas,76126,/orgao,4
Informações sobre o auxílio adoção,76355,/servicos,4
Certidão Negativa de Débito (nada consta),76418,/termos,4
CALENDÁRIO DA REDE DE RODAS DE SAMBA,76510,/servicos,4
Fiscalização de quiosque de praia,77369,/grupo,4
Alegação de Pagamento em Dívida Ativa,81908,/servicos,4
"Licença de loteamento, desmembramento ou remembramento",82582,/grupo,4
Restituição de indébito (valores cobrados indevidamente),82631,/servicos,4
Fiscalização de animais silvestres em cativeiro,82663,/servicos,4
GeoPAL,83819,/termos,4
DATA.RIO - Portal de dados abertos,84058,/orgao,4
Territórios Sociais,84085,/orgao,4
ISS – Cumprimento de Exigência da Gerência de Fiscalização do ISS,84349,/servicos,4
Observação do Céu no Planetário do Rio,88497,/orgao,4
Fiscalização de irregularidades em Táxi,90899,/servicos,4
"Requerimento de Transferência do Titular da Matrícula por Renúncia em Feiras Livres, Feiras Móveis e Feirartes",91651,/objetivo,4
Baixa de Veículos dos Modais de Transporte,92331,/busca,4
Permuta de Veículos dos Modais de Transporte,92333,/busca,4
Plataforma do Registro Geral de Animais - SISBICHO,92384,/publico,4
"Baixa de Auxiliar Modais Escolar, Fretamento, STPL, STPC e TEC",101478,/objetivo,4
Permuta de Veículo - Táxi/Mototáxi,101543,/servicos,4
Encerramento de Termo - Táxi/Mototáxi,101556,/publico,4
Multa de trânsito paga/não recebida,102156,/servicos,4
Abertura de processo de Consulta Prévia na Rio-Águas,102247,/busca,4
Fiscalização da ocupação de área pública,103544,/busca,4
Matrícula na Rede Pública Municipal de Ensino - 2025,103896,/tema,4
ISS - Valor atualizado de débito (não inscrito em Dívida Ativa),105077,/busca,4
Recurso para Auto de Infração de Atividade Econômica,105087,/orgao,4
Recurso para Auto de Infração de Atividade Econômica,105087,/servicos,4
Informação sobre licenciamento de produtos da MultiRio,106232,/tema,4
Fiscalização de atividades econômicas sem alvará de licença de estabelcimento,68666,/objetivo,4
Consultar Calendário Escolar,68683,/termos,4
Alteração de Endereço (atividade dispensada de alvará),68986,/busca,4
Solicitação de Cartão Morador,69129,/busca,4
Emissão de Taxas por Permissão de TEC/STPL/STPC/Transporte Escolar/Fretamento,69765,/servicos,4
Certidão de Cadastro de Taxista/Mototaxista – Verificação do tempo de serviço,70484,/publico,4
"Matrícula na Pré-Escola, Ensino Fundamental e Educação de Jovens e Adultos",70758,/busca,4
Cadastro MOTO.RIO,70972,/busca,4
Multa de Trânsito - Solicitação de Cópia de Aviso de Recebimento,70995,/objetivo,4
"Fiscalização/inspeção de feiras livres, feiras de artes, feiras especiais e feiras de ambulantes",71005,/busca,4
Informações sobre locais de funcionamento dos equipamentos de fiscalização eletrônica,71541,/grupo,4
Atendimento em Hospitais Especializados,71774,/servicos,4
Solicitação de Alteração ou Implantação de Ponto de Táxi,71914,/objetivo,4
"Disponibilização de cursos, palestras e treinamentos na área da Vigilância Sanitária",72459,/tema,4
"Fiscalização de criações de  cães, gatos,cavalos, bois, porcos, cabras e aves para fins comerciais",72548,/busca,4
"Remoção de cavalos, bois, porcos e cabras gravemente feridos ou atropelados em vias públicas",72710,/servicos,4
Analise de cães com suspeita de Leishmaniose,72748,/orgao,4
Homologação de materiais e equipamentos de iluminação pública,72789,/servicos,4
Registro de engenheiros e empresas do ramo de Aparelhos de Transporte,72908,/busca,4
Informações sobre concursos públicos,73146,/objetivo,4
Emissão Guia de Liquidação de Parcelamento,74652,/busca,4
Informações sobre senha para os benefícios,76406,/grupo,4
Isenção de Imposto de Renda,76427,/termos,4
Informações sobre pagamento por boleto por débito da contribuição previdenciária,76445,/orgao,4
Informações sobre processos da Rio-Águas,77868,/busca,4
Informações sobre financiamento imobiliário (carta de crédito)-Previ-Rio,78224,/publico,4
Solicitação de correção de falhas e de cadastro no portal e app 1746,79487,/servicos,4
Vistoria em edificação apresentando diversas formas de rachadura ou infiltração,80893,/orgao,4
Consulta de dados no Portal da Transparência Rio,81712,/tema,4
Fiscalização de poluição sonora - Medição de ruído em empreendimento ambientalmente licenciável e pela GEM Rio Luz,81894,/busca,4
Emissão do Certificado de Adequação de Imóvel - CAI,81924,/grupo,4
Emissão do Certificado de Adequação de Imóvel - CAI,81924,/servicos,4
Licença de Edificação Unifamiliar ou Bifamiliar,82579,/tema,4
"Licença de loteamento, desmembramento ou remembramento",82582,/busca,4
Informação sobre consulta de Projeto Aprovado de Alinhamento ou Loteamento - PAA/PAL,82622,/publico,4
Licença de reforma/fachada em bens tombados - sem acréscimo de área,82685,/servicos,4
DATA.RIO - Portal de dados abertos,84058,/busca,4
DATA.RIO - Portal de dados abertos,84058,/grupo,4
Solicitação de instalação de Academias da Terceira Idade,86836,/servicos,4
Apoio à produções audiovisuais – Rio Film Commission,87459,/busca,4
Declaração de Cota de Greide (cota de soleira),88291,/busca,4
Recurso de Notificação e Intimação emitidos pela Rio-Águas,88294,/termos,4
DESAPROPRIAÇÃO,88581,/servicos,4
Histórico de pagamentos em Dívida Ativa,88671,/servicos,4
Juntada de documentos em Dívida Ativa,88683,/orgao,4
Cancelamento de cobrança em Dívida Ativa,88693,/orgao,4
Autorização para Publicidade Vinculada a Eventos,89312,/tema,4
"Vistoria para Permuta de Veículo dos Modais Escolar, Fretamento, STPL, STPC e TEC",90168,/grupo,4
"Certidão Municipal de Inexigibilidade de Licenciamento Ambiental para obras de construção de edificações novas, acréscimos, demolições, projetos de loteamento e grupamento de áreas privativas (CMI)",90925,/servicos,4
"Vistoria de Táxi - 1ª Autonomia, Inclusão e Permuta de Veículo, Transferência de Permissão, Benefício ‘Causa Mortis’ e Vistoria Extra",91872,/tema,4
Verificação de legalização/licenciamento de estabelecimento de educação infantil,92241,/publico,4
Plataforma do Registro Geral de Animais - SISBICHO,92384,/busca,4
Requerimento de Transferência de Titularidade de Comércio Ambulante,94046,/servicos,4
Fiscalização de estacionamento irregular de veículo,68599,/sistema,3
Acesso a outros Requerimentos da Vigilância Sanitária,69845,/tema,3
Desvinculação em Dívida Ativa,88653,/servicos,3
Encerramento de Termo - Táxi/Mototáxi,101556,/servicos,3
Transferência por Benefício ‘Causa Mortis’ de Táxi/Mototáxi,101565,/publico,3
Baixa de Veículo - Táxi/Mototáxi,101596,/publico,3
Verificação de Achados e Perdidos (Táxi),101709,/servicos,3
Impressão de Taxa de Uso de Área Pública (TUAP) para mesas e cadeiras,102070,/orgao,3
"Segunda Via de CIAT Modais Escolar, Fretamento, STPL, STPC e TEC",102385,/termos,3
Manutenção de equipamentos das Academias da Terceira Idade (ATI),103282,/servicos,3
Solicitação de vacinação em domicílio,104786,/tema,3
Reparo de luminária,68606,/grupo,3
Matrícula na Educação Especial,70721,/objetivo,3
Varrição de Logradouro,71070,/servicos,3
Registro de engenheiros e empresas do ramo de Ar Condicionado e Ventilação Mecânica,73618,/orgao,3
CONSELHO MUNICIPAL DE POLÍTICA CULTURAL,75595,/termos,3
Informações sobre senha para os benefícios,76406,/termos,3
Fiscalização de banca de jornal,77294,/servicos,3
"Plano de Saúde-Reativação, Cancelamento, Solicitação de boletos por não ter ocorrido o desconto em contracheque",78292,/busca,3
Tesouro - Auto de Infração Administrativo SMFP,79980,/termos,3
Alterações Cadastrais em Dívida Ativa,81851,/orgao,3
"Licença para construção ou modificação de edificação/ LICIN, prorrogação de licença.",82573,/objetivo,3
Relação de empresas licenciadas para receber resíduos da construção civil (RCC),82652,/servicos,3
Atendimento a Vítimas de Racismo e Intolerância Religiosa,86339,/objetivo,3
Cópia de acordo de parcelamento em Dívida Ativa,88664,/orgao,3
Selo “Amigo dos Animais”,90609,/servicos,3
Selo “Amigo dos Animais”,90609,/tema,3
Prorrogação de Prazo para Vistoria de Táxi,91822,/servicos,3
Inclusão ou Exclusão de Motorista Auxiliar de Táxi,91878,/termos,3
Autorização para Comércio Ambulante - Reativação,93787,/servicos,3
Requerimento de Transferência de Titularidade de Comércio Ambulante,94046,/orgao,3
Fiscalização de obras em imóvel privado,98320,/servicos,3
Ressarcimento de Taxas de Diárias e Remoção ou de Saldo Remanescente de Arrematação de Veículo Leiloado,100881,/busca,3
Ressarcimento de Taxas de Diárias e Remoção ou de Saldo Remanescente de Arrematação de Veículo Leiloado,100881,/orgao,3
Requerimento para Aprovação de Projeto Técnico de Pavimentação,100968,/busca,3
Permuta de Veículo - Táxi/Mototáxi,101543,/busca,3
Verificação de Achados e Perdidos (Táxi),101709,/termos,3
Emissão de TUAP - Feirantes,101966,/sistema,3
Requerimento de Declaração de Isenção de Reservatório de Retardo na Rio-Águas,102135,/busca,3
Informações sobre avaliação de aluno incluído,102699,/tema,3
Requerimento para verificação de obras executadas sem autorização da Fundação Rio-Águas,103268,/servicos,3
Cópia ou Certidão de inteiro teor de documento ou processo,103709,/tema,3
Licenciamento Economia sobre Rodas - Sacolão Volante,103758,/orgao,3
Solicitação de Declaração de Conformidade Ambiental,103824,/servicos,3
ISS - Solicitação de envio de débito de ISS para Dívida Ativa,105075,/servicos,3
Baixa de Autorização de Publicidade,105617,/orgao,3
Informação sobre licenciamento de produtos da MultiRio,106232,/grupo,3
Remoção de entulho e bens inservíveis,68561,/orgao,3
Fiscalização de estacionamento irregular de veículo,68599,/objetivo,3
Capina em logradouro,68646,/servicos,3
Remoção de veículo abandonado em via pública,68664,/busca,3
Consultar Calendário Escolar,68683,/grupo,3
Segunda via de alvará,68976,/termos,3
Alteração de Endereço (atividade dispensada de alvará),68986,/objetivo,3
Licenciamento de eventos - Autorização Transitória,69052,/orgao,3
Solicitação de Cartão Morador,69129,/objetivo,3
Cartão de Estacionamento para Idoso,69155,/orgao,3
Cartão de Estacionamento para Idoso,69155,/termos,3
Autorização de funcionamento para banca de jornal e revistas,69582,/grupo,3
Certidão de Cadastro de Taxista/Mototaxista – Verificação do tempo de serviço,70484,/grupo,3
Publicidade em Táxi,70504,/servicos,3
"Limpeza de papeleira, contêiner e caçamba da COMLURB",70713,/servicos,3
Avaliação de risco de queda da árvore,70884,/objetivo,3
Remoção de árvore de logradouro,70887,/servicos,3
Reparo de calçada danificada por raiz,70897,/servicos,3
Cadastro MOTO.RIO,70972,/servicos,3
Multa de Trânsito - Ressarcimento de valor pago,70990,/objetivo,3
"Fiscalização/inspeção de feiras livres, feiras de artes, feiras especiais e feiras de ambulantes",71005,/servicos,3
"Fiscalização/inspeção de feiras livres, feiras de artes, feiras especiais e feiras de ambulantes",71005,/termos,3
Implantação de estacionamento para Idosos,71414,/servicos,3
Plano Diretor Rio,71833,/tema,3
Requerimento para implantação de área para carga e descarga comum ou temporária para obras,71863,/busca,3
Reparo de sinal de trânsito travado,71953,/objetivo,3
"Requerimento de Concessão de Autorização de Matrícula em Feiras Livres, Feiras Móveis e Feiras Especiais",72232,/objetivo,3
"Verificação de negligência com idoso, abandono ou autonegligência",72269,/busca,3
Solicitação de atendimento social,72304,/servicos,3
"Disponibilização de cursos, palestras e treinamentos na área da Vigilância Sanitária",72459,/busca,3
"Disponibilização de cursos, palestras e treinamentos na área da Vigilância Sanitária",72459,/objetivo,3
Reinstalação de ponto de luz,72545,/objetivo,3
Reparo em equipamentos de poste de iluminação pública,72566,/sistema,3
Inclusão de Pessoas Com Deficiência No Mercado De Trabalho,72567,/servicos,3
Atendimento a reações adversas à vacinação antirrábica animal,72654,/busca,3
Reparo de cabo de iluminação pública,72658,/termos,3
Analise de cães com suspeita de Leishmaniose,72748,/busca,3
Informações sobre Fiscalização de instalações de exaustão mecânica de cozinha industrial,72839,/servicos,3
Informações sobre Fiscalização de Instalações de Aparelhos de Transporte,72916,/servicos,3
Informações sobre concursos públicos,73146,/servicos,3
Informações sobre mercadorias apreendidas pela prefeitura,75238,/busca,3
Informações sobre mercadorias apreendidas pela prefeitura,75238,/servicos,3
Informações sobre a MultiRio,75501,/grupo,3
Informações sobre ISS - Lei de Incentivo à Cultura,75524,/termos,3
Informação sobre trabalho ou estágio na MultiRio,75543,/busca,3
Arborização para HABITE-SE,76130,/grupo,3
Arborização para HABITE-SE,76130,/objetivo,3
PROGRAMA CADEIRA CATIVA - INGRESSOS GRATUITOS,76180,/servicos,3
Projeto de Arborização para Urbanização de Logradouro,76264,/objetivo,3
Credenciamento de Profissionais e Empresas na Fundação Parques e Jardins,76292,/grupo,3
Informações sobre o programa Adote.Rio,76308,/busca,3
Informações sobre o auxílio adoção,76355,/termos,3
Isenção de Imposto de Renda,76427,/grupo,3
Solicitação de plantio de árvore em área pública,76687,/orgao,3
Participa.Rio – População,77160,/sistema,3
Cadastro e acesso ao Portal Carioca Digital,77560,/orgao,3
Informações sobre financiamento imobiliário (carta de crédito)-Previ-Rio,78224,/busca,3
"Plano de Saúde-Reativação, Cancelamento, Solicitação de boletos por não ter ocorrido o desconto em contracheque",78292,/servicos,3
Verificação de descumprimento de acordo firmado em evento de conciliação do Procon Carioca,78629,/busca,3
Solicitação de desinterdição pela Defesa Civil,78835,/busca,3
Informações de Faixa não Edificante (FNA) ou Faixa Marginal de Proteção (FMP),79775,/orgao,3
Consulta de dados no Portal da Transparência Rio,81712,/busca,3
Alterações Cadastrais em Dívida Ativa,81851,/servicos,3
Emissão da Certidão de Informações sobre a vinculação de Imóvel com Unidade de Conservação da Natureza,81933,/busca,3
Autorização de pesquisa em Unidades de Conservação,81938,/servicos,3
Pagamento à vista em dívida ativa,82010,/orgao,3
